Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18
,Back to the table of content,,,,,,,,,,,,,,,,,
,Table 3.14:  Levelised cost of electricity for solar generators,,,,,,,,,,,,,,,,,
,Country,Technology,Net capacity* (MWe),"Capacity 
factor (%)",Annual efficiency loss (%),Investment (USD/MWh),,,Decommissioning (USD/MWh),,,O&M (USD/MWh),,,LCOE (USD/MWh),,,Country
,,Solar PV (commercial),0.5,0.135,0.005,54.96790757407057,81.38721050967244,103.87941766968588,3.3284532736161676,2.547868682886565,2.082143023439866,20.530251196332703,20.343394370020693,20.224674041255007,78.82661204401944,104.27847356257969,126.18623473438075,
,,Solar PV (utility scale),20,0.135,0.005,49.28940472550957,72.97944082892117,93.1480728690985,2.6728333411136744,2.003353676699077,1.6164140978763384,11.166916750124452,11.065280652072646,11.000705698011163,63.12915481674769,86.04807515769289,105.76519266498599,
,Italy**,Solar PV (residential),0.004166666666666667,0.19565506927158843,0.005,65.14041344958544,96.44894222987256,123.1036165381982,10.257420581130358,13.301743187867606,16.010501475411303,166.33571312589808,164.82180259651295,163.8599327022317,241.7335471566139,274.5724880142531,302.9740507158412,Italy*
,,Solar PV (residential),0.005,0.17159999999999995,0.005,55.05702962599581,81.51916741909852,104.04784225166662,1.2578931631645516,0.6789035694598203,0.4166677451126708,58.05889960326215,57.53047442154928,57.19473709506665,114.37382239242251,139.7285454101076,161.65924709184594,
,,Solar PV (commercial),0.08333333333333334,0.19565506927158843,0.005,46.072991785987696,68.21711880234314,87.06963332339551,9.26318098814658,12.270456344326213,14.87771757818452,21.28254074067541,21.08883692377477,20.965766328605742,76.61871351480968,101.57641207044412,122.91311723018576,
,,Solar PV (commercial),0.20833333333333334,0.17159999999999995,0.005,36.47670699858936,54.00855812445452,68.93438824126983,0.833386774767405,0.44979118473528484,0.2760531644638813,16.67332501427016,16.521572141573124,16.425155268326833,53.98341878762692,70.97992145076293,85.63559667406054,
,,Solar PV (commercial),0.4166666666666667,0.19565506927158843,0.005,42.70716015404513,63.23356276648914,80.70881943523261,9.186281514510892,12.228952559529809,14.852245200069731,18.44287589465833,18.27501739040595,18.168367731390088,70.33631756321435,93.7375327164249,113.72943236669244,
,,Solar PV (utility scale),0.8333333333333334,0.19620000000000007,0.005,29.1116471221922,43.10361913311774,55.01575526380847,0.6651165551832516,0.35897325515685263,0.22031490702128845,14.756390385062875,14.622084562459671,14.536752751311516,44.53315406243833,58.08467695073426,69.77282292214127,
,,Solar PV (utility scale),0.8333333333333334,0.26526704091006875,0.005,21.765945716845362,32.22734290207243,41.13370630033701,2.508564471005389,3.1350266921430143,3.723792742404194,27.845722403743387,27.592283550756616,27.43126003054361,52.12023259159414,62.954653144972056,72.28875907328481,
,Japan,Solar PV (residential),0.004,0.12,0.005,134.2256693131495,198.73874204635288,253.6622727686129,3.0666665618748934,1.6551253605371468,1.015810466871649,23.116068827906084,22.905677088580262,22.7720037465069,160.40840470293045,223.2995444954703,277.45008698199143,Japan
,,Solar PV (utility scale),2,0.14,0.005,98.9418039357251,146.49634269364404,186.98213975457367,2.260532752445325,1.2200430048089894,0.7487846442738944,24.558595988031477,24.335075035408053,24.19305998835184,125.76093267620192,172.05146073386106,211.9239843871994,
,Korea,Solar PV (commercial),0.099,0.15,0.005,57.08396362282173,84.52030956129464,107.87838142511859,1.3042027158976557,0.7038975209107509,0.43200743967459626,13.024003001020612,12.905464565062095,12.830150634251412,71.41216933973999,98.12967164726749,121.14053949904459,Korea
,,Solar PV (utility scale),2.9699999999999998,0.15,0.005,56.425521885349745,83.54540004297661,106.63404546115932,1.2891592352461472,0.6957783316103535,0.4270243987095425,12.436463750889597,12.323272824738114,12.251356458441917,70.15114487148549,96.56445119932508,119.31242631831078,
,Netherlands,Solar PV (floating),8,0.14125000000000001,0.005,42.04598696502149,62.25460897520816,79.45932152116278,1.9429177279664822,1.4047661970805296,1.1078583486121223,22.921848829643192,22.733636977556806,22.614055727043727,66.91075352263117,86.39301214984549,103.18123559681862,Netherlands
,,Solar PV (residential),0.2,0.1375,0.005,42.47769524840413,62.89380981964793,80.27517220677491,1.9795707103223825,1.4342613924359158,1.1326615938540734,25.381599395097123,25.1678807660488,25.032093669560265,69.83886535382364,89.49595197813264,106.43992747018926,
,,Solar PV (utility scale),8,0.14125000000000001,0.005,39.467474169756855,58.43678193881792,74.58639803821988,1.8840062022570705,1.3729707741800465,1.0883443443251966,20.328322960443394,20.16371617817531,20.059132515412582,61.67980333245732,79.97346889117328,95.73387489795766,
,Norway,Solar PV (commercial),0.3,0.10273972602739725,0.005,66.11164603248466,97.88697969876759,124.93907070747767,1.5104590297503389,0.8152171081370103,0.5003283080320042,42.13003690260187,41.74658884282196,41.502963385726666,109.75214196483687,140.44878564972655,166.94236240123635,Norway
,United States,Solar PV (residential),0.005,0.13501852162995895,0.005,96.36979841356549,142.68815053020813,182.12151384253343,1.0567470179202991,0.5703420159127306,0.35003958206090535,12.585761495655793,12.471211730662256,12.398432019968906,110.01230692714158,155.7297042767831,194.86998544456324,United States
,,Solar PV (residential),0.005,0.15588898253792915,0.005,83.46778264724972,123.58502073111083,157.73903425180205,0.8950301050044868,0.48306100299716415,0.29647205866194165,10.90077620025039,10.801562390071574,10.738526447553435,95.26358895250459,134.86964412417956,168.77403275801743,
,,Solar PV (residential)***,0.005,0.16683141505574553,0.005,77.99315079374593,115.47910884927944,147.3929688111347,0.817413463033308,0.44117015182888847,0.2707621238754387,10.185796902597113,10.093090502442696,10.034189072282254,88.99636115937635,126.01336950355102,157.6979200072924,
,,Solar PV (residential),0.005,0.1899649345788744,0.005,94.37925485260487,139.7408892103868,178.35974602046213,1.2926346872953711,0.697654084552494,0.42817561632563494,12.325799278058819,12.213615568622844,12.142339142017182,107.99768881795907,152.65215886356214,190.93026077880495,
,,Solar PV (residential),0.005,0.20750952376814,0.005,86.39964396868173,127.92602669410871,163.27972263162135,1.168140004941617,0.6304624607296103,0.38693767967578685,11.283673206753695,11.180974445574757,11.115724323694614,98.85145718037704,139.73746360041307,174.78238463499176,
,,Solar PV (commercial),0.3,0.13030126408663864,0.005,71.89125596541334,106.44445170443205,135.86148963676902,0.5770994830850705,0.31146913781947233,0.19115990718783213,9.194400989764848,9.110717815489105,9.057549332655176,81.66275643826324,115.86663865774064,145.11019887661203,
,,Solar PV (commercial),0.3,0.15104592389109928,0.005,62.01770486586076,91.82536181576474,117.20226130119326,0.47695232421610884,0.25741823300625977,0.15798690642169944,7.9316411897984285,7.859451069667985,7.813584750707772,70.42629837987529,99.94223111843898,125.17383295832273,
,,Solar PV (commercial)***,0.3,0.161111079204455,0.005,58.143248591748176,86.0887201586887,109.8802387010219,0.4275721888083735,0.23076704261074044,0.14163010420970756,7.436124674985562,7.368444516397126,7.325443621877401,66.00694545554211,93.68793171769656,117.347312427109,
,,Solar PV (commercial),0.3,0.18827188160509736,0.005,49.755287136918064,73.66924096073377,94.02850648455762,0.34913088736266845,0.18843111051091982,0.11564700711196962,6.363361651628414,6.3054452846279325,6.2686478592037735,56.46777967590915,80.16311735587263,100.41280135087337,
,,Solar PV (commercial),0.3,0.20376223634899304,0.005,45.97280485784065,68.06877888963255,86.88029812376098,0.3071051953736321,0.16574922214720714,0.10172630952759079,5.879607983070324,5.82609451763978,5.792094495619193,52.1595180362846,74.06062262941954,92.77411892890777,
,,Solar PV (utility scale),100,0.22883088752821582,0.005,32.337107275711986,47.87933674891629,61.11129240996798,0.20108250286462698,0.10852720481226709,0.06660708198734039,6.737838930435411,6.676514244891985,6.637551328883702,39.276028709012024,54.66437819862054,67.81545082083902,
,,Solar PV (utility scale),100,0.2636868532262096,0.005,28.062563102637043,41.55031238177714,53.03317593984363,0.16253673395555687,0.08772348247220232,0.05383908301470004,5.847184429596914,5.793966068314969,5.7601535420483945,34.07228426618951,47.432001932564305,58.847168564906724,
,,Solar PV (utility scale)***,100,0.284224147725425,0.005,26.034835594422514,38.54799534169472,49.201137173181706,0.13969155169131164,0.07539359926881675,0.04627178647515617,5.424682156011534,5.375309214505357,5.343939893065872,31.59920930212536,43.998698155468894,54.59134885272274,
,,Solar PV (utility scale),100,0.33040812590486346,0.005,22.395723282323118,33.15981134698709,42.32387215620673,0.11061660313986255,0.05970141893787294,0.036640926234432825,4.6664277951736794,4.62395613324993,4.596971570971249,27.17276768063666,37.843468899174894,46.957484653412415,
,,Solar PV (utility scale),100,0.36358420433820665,0.005,20.352173911034534,30.134067959468588,38.461932925890295,0.09184540046695787,0.049570322855254666,0.030423105103188637,4.240628839418696,4.202032602143116,4.177510308422762,24.68464815092019,34.38567088446696,42.669866339416245,
,,Solar thermal (CSP),100,0.504,0,84.21984385286314,125.84391917182315,161.56506709247193,1.603224726001091,0.8732318799010373,0.5390800502959658,15.314028864970647,15.314028864970641,15.314028864970645,101.13709744383488,142.03117991669484,177.41817600773857,
,,Solar thermal (CSP),100,0.612,0,69.35751846706377,103.63616872973671,133.05358466438867,1.3154079920353514,0.7164661167539259,0.4423024389568016,12.611553182917005,12.611553182917001,12.611553182917003,83.28447964201612,116.96418802940764,146.10744028626246,
,,Solar thermal (CSP)***,100,0.638,0,66.53103652326493,99.412751195296,127.63133826740732,1.2571067717033226,0.6847110649477778,0.42269880867391596,12.09760273972603,12.097602739726021,12.097602739726028,79.88574603469428,112.19506499996979,140.15163981580727,
,Non-OECD countries,,,,,,,,,,,,,,,,,
,Brazil,Solar PV (utility scale),25,0.3125,0.005,26.456400185766125,39.17217711708561,49.99781811287225,0.6044518772932015,0.32623163006043143,0.20022018412698253,6.5812743402042955,6.521374632960631,6.48331708335277,33.64212640326362,46.019783380106674,56.681355380352,Brazil
,China,Solar PV (utility scale),20,0.1761,0.005,28.6393896901453,42.40437994550697,54.12327401072264,0.4751622971817038,0.2564521289056304,0.15739397329354735,8.02,8.020000000000001,8.02,37.134551987327,50.6808320744126,62.30066798401619,China
,India,Solar PV (utility scale),35,0.2031,0.005,21.373055018809183,31.64561659376655,40.39121384026223,0.28636174210222176,0.15455367320769742,0.09485519506926547,3.7217216365633496,3.687848252025845,3.666326644129196,25.381138397474754,35.48801851900009,44.152395679460696,India
,"* All values for AC capacity. If no specific value was available, a generic sizing factor of 1.2 was used to convert peak DC capacity into peak AC capacity.",,,,,,,,,,,,,,,,,
,** A generic sizing factor of 1.2 was used to convert peak DC capacity into peak AC capacity. ,,,,,,,,,,,,,,,,,
,*** Indicated as reference datasets by the providing country.,,,,,,,,,,,,,,,,,
