Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16
,Back to the table of content,,,,,,,,,,,,,,,
,Table 3.16.a: Levelised cost of electricity for other renewable generation - Hydropower,,,,,,,,,,,,,,,
,Country,Technology,Net capacity (MWe),"Capacity
 factor (%)",Investment (USD/MWh),,,Decommissioning (USD/MWh),,,"Fuel 
(USD/MWh)","O&M 
(USD/MWh)",LCOE (USD/MWh),,,Country
,,Run of river (>= 5 MW)*,82.2,0.636562345984,36.63318637119681,84.26196833569958,127.28394648734529,0.12306407294381222,0.011717779702322392,0.0017520107797026597,0,5.933465885592651,42.689716329733265,90.20715200099455,133.21916438371764,
,,Run of river (< 5 MW)*,4.2,0.597168977447,28.732930922655243,66.09016455910115,99.83409045901008,0.08693376852575017,0.008277564068129992,0.0012376390276537508,0,24.41611183000756,53.23597652118853,90.51455395317683,124.25143992804529,
,,"Run of river (>= 5 MW)*, **",44.7,0.597829979857,27.06016653092502,62.24254893591089,94.02198197449306,0.07932153321662876,0.007552750609085366,0.0011292668764630205,0,8.330678036015298,35.470166100156945,70.58077972253527,102.35378927738482,
,,Run of river (< 5 MW),3.7,0.656435151471,45.760565937439075,105.25634649886479,158.99751026275075,0.16112411764570975,0.015341739226894599,0.0022938554220795974,0,23.398506342054592,69.32019639713938,128.67019458014627,182.3983104602274,
,,Run of river (>= 5 MW),44.1,0.661946759719,40.51144879840555,93.18256897708783,140.7591747202037,0.13865859722289983,0.013202641983357867,0.0019740233784061863,0,7.5662286363279865,48.21633603195644,100.76200025539917,148.3273773799101,
,,Run of river (< 5 MW),4.3,0.623501853748,42.12520337112182,96.89445293197979,146.36625046283766,0.14291978356012638,0.013608378942778719,0.002034688072971847,0,23.174522200945926,65.44264535562787,120.08258351186849,169.54280735185654,
,,Run of river (>= 5 MW)**,94,0.664551728303,35.579767832511656,81.83894352285618,123.62378797565755,0.1168848697125803,0.01112941511737555,0.0016640400957156703,0,5.3489118204727415,41.04556452269697,87.1989847584463,128.97436383622602,
,Non-OECD countries,,,,,,,,,,,,,,,
,Brazil,Run of river (>= 5 MW),247.5,0.5,18.67381195646052,42.95264233469076,64.88314878472356,0.07906108522641488,0.0075279515584751044,0.0011255589893803715,0,3.1558253196695736,21.9086983613565,46.115995605918805,68.04009966338252,Brazil
,India,Reservoir (>= 5 MW),175,0.6,16.381473998701473,37.67991212623457,56.91829912655333,0.061992307219683136,0.005902715405580616,0.0008825580684064701,0,11.648153269051859,28.09161957497301,49.33396811069201,68.56733495367358,India
,"* These are projects for powering non-powered dams (NPD). They are thus brownfield projects, for which part of the investment costs have already been amortised.",,,,,,,,,,,,,,,
,** Indicated as reference datasets by the providing country.,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Table 3.16.b: Levelised cost of electricity for other renewable generation - Biomass,,,,,,,,,,,,,,,
,Country,Technology,Net capacity (MWe),"Capacity
 factor (%)",Investment (USD/MWh),,,Decommissioning (USD/MWh),,,"Fuel 
(USD/MWh)","O&M 
(USD/MWh)",LCOE (USD/MWh),,,Country
,,,,,0.03,0.07,0.1,0.03,0.07,0.1,,,0.03,0.07,0.1,
,Italy,Biomass,0.45,0.8944613057903069,26.59407322582564,48.934267410818535,69.73268479927026,0.37287606206711077,0.1330722128916816,0.05761709212439647,0,26.891948318965866,53.85889760685861,75.95928794267608,96.68225021036054,Italy
,,Biomass,0.415,0.8858862002065363,38.16467208002418,70.22467951229477,100.0721110310928,0.5351076728427795,0.19096951884159996,0.08268524375561752,159.4148411430825,59.00039091142284,257.11501180737235,288.8308810856417,318.5700283293538,
,Non-OECD countries,,,,,,,,,,,,,,,
,Brazil*,Biomass,25,0.3,18.849083563088676,34.683144913255745,49.42444099099307,0.1966882283172759,0.07019420245650801,0.03039241432640197,0,18.745602398837246,37.7913741902432,53.4989415145495,68.20043580415671,Brazil*
,India,Biomass,30,0.85,5.064222625018446,9.318392938766397,13.278967725816678,0.04885253335122351,0.01743451881135226,0.007548730532615937,106.24,2.24,113.59265585114903,117.81540815035709,121.76609714912851,India
,"* Fuel cost are zero, since the feedstock is bagasse, an agricultural residue from sugar cane processing. ",,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,
,Table 3.16.c: Levelised cost of electricity for other renewable generation - Geothermal,,,,,,,,,,,,,,,
,Country,Technology,Net capacity (MWe),"Capacity
 factor (%)",Investment (USD/MWh),,,Decommissioning (USD/MWh),,,"Fuel 
(USD/MWh)","O&M 
(USD/MWh)",LCOE (USD/MWh),,,Country
,,,,,0.03,0.07,0.1,0.03,0.07,0.1,,,0.03,0.07,0.1,
,Italy,Geothermal,39.6,0.7578767123287671,26.645424831399666,50.04103289384844,72.42433412366279,0.36799458434314725,0.13133010845272106,0.056862802481436804,0,17.957254378860217,44.97067379460303,68.12961738116138,90.43845130500443,Italy
,,Geothermal,15,0.856,43.6923604623125,82.05576983437469,118.75922912833559,0.6034263716580817,0.2153511334264383,0.09324190095060716,0,21.25089019846814,65.54667703243871,103.52201116626927,140.10336122775433,
,,Geothermal,10,0.856,60.03259283033181,112.7432935122709,163.173249777957,0.8290980228472827,0.2958889556834803,0.1281128557776635,0,23.02179771500714,83.88348856818624,136.06098018296152,186.32316034874182,
,,Geothermal,5,0.856,67.13704168599237,126.0856951113562,182.483693538662,0.9272161320599791,0.33090540014306374,0.14327414048507928,0,25.383007737059163,93.44726555511151,151.79960824855843,208.00997541620626,
,United States,Geothermal,30,0.9,24.00426783455594,45.08084835961176,65.24546427929668,0.23978179572371677,0.08557345835290779,0.03705126507016174,0,16.629464738711324,40.87351436899097,61.795886556675995,81.91198028307817,United States
,,Geothermal,25,0.8,36.30022788664656,68.17308822148193,98.66683867353798,0.39632119551881934,0.14143932493599987,0.061239851940264566,0,25.186658105022822,61.883207187188205,93.50118565144075,123.91473663050107,
